               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.020199,           0.0057434,                   0,             0.97783,             0.97243,             0.98845,             0.70178,            0.024135,           0.0033574,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.020252,           0.0057228,                   0,             0.97792,             0.97326,             0.98894,             0.70183,            0.024132,           0.0033578,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.020086,           0.0057771,                   0,             0.97741,             0.97395,             0.98914,             0.70127,            0.024137,           0.0033585,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.020057,           0.0057216,                   0,             0.97695,             0.97373,             0.98947,             0.70107,            0.024142,            0.003359,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.020036,           0.0057057,                   0,             0.97603,             0.97385,             0.98905,             0.70133,            0.024145,           0.0033598,                   0,            0.005182,            0.005182,            0.005182
                  75,             0.01999,           0.0056946,                   0,             0.97696,             0.97443,             0.98952,             0.70182,            0.024146,           0.0033605,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.019751,           0.0057148,                   0,             0.97735,             0.97467,             0.98932,             0.70103,            0.024154,           0.0033618,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.019779,           0.0056635,                   0,              0.9774,             0.97379,             0.98939,              0.7004,            0.024158,            0.003363,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.019755,           0.0056563,                   0,             0.97718,              0.9742,             0.98934,             0.70097,            0.024157,           0.0033632,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.019597,           0.0056436,                   0,             0.97694,             0.97373,             0.98924,              0.7013,            0.024161,           0.0033639,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.019585,           0.0056235,                   0,             0.97649,             0.97392,             0.98922,              0.7016,            0.024163,           0.0033642,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.019555,           0.0056267,                   0,             0.97649,             0.97391,             0.98907,             0.70232,             0.02416,            0.003365,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.019414,           0.0055872,                   0,             0.97917,             0.97035,             0.98891,             0.70118,            0.024162,           0.0033654,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.019351,           0.0055722,                   0,             0.97947,             0.97045,             0.98896,             0.70086,             0.02416,           0.0033661,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.019345,           0.0056204,                   0,             0.98057,             0.97029,             0.98906,             0.70086,            0.024159,           0.0033665,                   0,            0.004522,            0.004522,            0.004522
                  85,             0.01929,           0.0055896,                   0,             0.98049,             0.97045,             0.98914,             0.70061,            0.024165,           0.0033664,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.019167,           0.0055513,                   0,             0.97831,             0.97336,             0.98931,             0.70034,            0.024166,           0.0033664,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.019172,           0.0055433,                   0,             0.98058,             0.97107,             0.98909,             0.70016,             0.02417,            0.003367,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.019066,            0.005527,                   0,             0.98064,             0.97092,             0.98905,             0.70021,            0.024176,           0.0033674,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.018979,            0.005466,                   0,              0.9815,             0.97044,             0.99014,             0.70005,            0.024175,            0.003368,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.019033,           0.0054776,                   0,             0.98198,             0.96951,             0.99014,             0.70051,            0.024172,            0.003369,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.018807,           0.0054747,                   0,             0.98196,             0.97017,             0.99017,             0.70034,            0.024166,           0.0033693,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.018785,           0.0054222,                   0,             0.98197,             0.97092,             0.99011,             0.70035,            0.024165,           0.0033704,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.018732,           0.0054545,                   0,             0.98124,             0.97092,             0.98998,             0.70047,            0.024167,           0.0033714,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.018724,           0.0054578,                   0,             0.98105,             0.97106,             0.98998,             0.70038,             0.02417,           0.0033731,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.018428,             0.00545,                   0,             0.98105,              0.9712,             0.98983,             0.69992,             0.02417,           0.0033748,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.018467,           0.0054084,                   0,             0.98064,             0.97092,             0.98981,             0.70007,            0.024169,            0.003376,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.018408,           0.0053992,                   0,             0.97989,             0.97139,             0.98921,             0.70015,            0.024167,           0.0033771,                   0,            0.003664,            0.003664,            0.003664
                  98,             0.01834,           0.0054333,                   0,             0.98193,             0.96848,             0.98835,             0.70005,            0.024169,           0.0033791,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.018346,           0.0053873,                   0,             0.98192,             0.96815,             0.98902,             0.70031,            0.024169,           0.0033804,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.018128,           0.0053031,                   0,             0.98194,             0.96933,             0.98895,             0.70072,            0.024169,           0.0033823,                   0,            0.003466,            0.003466,            0.003466
                 101,             0.01802,           0.0053255,                   0,             0.98194,             0.96929,             0.98889,             0.70101,             0.02417,           0.0033843,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.018075,           0.0052939,                   0,             0.98188,             0.96857,             0.98788,             0.70025,            0.024175,           0.0033862,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.017886,           0.0052819,                   0,             0.98146,             0.96862,             0.98782,             0.70019,            0.024174,           0.0033887,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.017849,            0.005291,                   0,             0.98054,             0.96891,             0.98775,             0.70055,            0.024175,           0.0033916,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.017765,           0.0052827,                   0,              0.9796,             0.96872,             0.98755,             0.69996,            0.024175,           0.0033943,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.017712,           0.0052964,                   0,             0.97961,             0.96888,             0.98742,             0.69966,            0.024179,           0.0033966,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.017608,           0.0052577,                   0,             0.97961,             0.96911,              0.9878,             0.69903,            0.024186,           0.0033986,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.017613,           0.0051423,                   0,             0.97962,             0.96939,             0.98728,             0.69919,            0.024185,           0.0034007,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.017384,           0.0052414,                   0,             0.98009,             0.96982,              0.9875,             0.69947,            0.024188,           0.0034042,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.017417,           0.0051428,                   0,             0.97965,               0.971,             0.98739,              0.6983,             0.02419,           0.0034068,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.017335,           0.0051385,                   0,             0.97824,              0.9728,             0.98719,             0.69817,            0.024194,           0.0034095,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.017116,            0.005133,                   0,             0.97828,             0.97176,             0.98691,             0.69882,            0.024194,           0.0034121,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.017138,           0.0050718,                   0,             0.97929,             0.97045,             0.98661,             0.69913,            0.024194,           0.0034149,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.016997,           0.0051086,                   0,             0.97952,             0.97092,             0.98655,             0.69864,            0.024197,           0.0034177,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.017018,           0.0050911,                   0,             0.97874,             0.97168,             0.98632,             0.69841,            0.024201,           0.0034205,                   0,            0.002476,            0.002476,            0.002476
                 116,             0.01683,           0.0050597,                   0,             0.97778,             0.97186,             0.98627,             0.69889,            0.024203,           0.0034244,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.016773,           0.0050819,                   0,             0.97928,             0.97139,             0.98621,             0.69886,             0.02421,           0.0034278,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.016606,           0.0050435,                   0,             0.97925,             0.97139,             0.98627,             0.69881,             0.02422,           0.0034316,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.016553,           0.0050162,                   0,             0.97957,             0.97139,             0.98648,             0.69893,            0.024227,           0.0034348,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.016417,           0.0049881,                   0,             0.97966,             0.97127,             0.98654,             0.69829,            0.024234,           0.0034386,                   0,            0.002146,            0.002146,            0.002146
                 121,             0.01631,            0.004981,                   0,             0.98032,             0.96998,             0.98649,             0.69874,            0.024244,           0.0034425,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.016245,           0.0049562,                   0,             0.98011,             0.97082,             0.98646,             0.69866,            0.024253,           0.0034462,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.016187,           0.0049537,                   0,             0.97964,             0.97061,             0.98627,             0.69859,            0.024266,           0.0034505,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.016133,           0.0049547,                   0,             0.97964,             0.97051,             0.98614,             0.69849,             0.02428,           0.0034545,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.015905,           0.0048772,                   0,             0.97994,             0.97045,             0.98603,             0.69842,            0.024292,           0.0034588,                   0,            0.001816,            0.001816,            0.001816
                 126,             0.01597,            0.004868,                   0,             0.97862,             0.97139,             0.98589,             0.69818,            0.024306,           0.0034628,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.015764,           0.0048581,                   0,             0.97836,             0.97139,             0.98577,             0.69738,             0.02432,           0.0034673,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.015706,           0.0048697,                   0,             0.97826,             0.97139,             0.98567,             0.69757,            0.024339,           0.0034724,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.015554,           0.0048318,                   0,             0.97824,             0.96994,             0.98547,             0.69732,             0.02435,           0.0034782,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.015475,           0.0047986,                   0,             0.97824,             0.97011,             0.98545,             0.69797,            0.024365,            0.003483,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.015325,           0.0047758,                   0,             0.97815,             0.96998,             0.98537,             0.69788,             0.02438,           0.0034878,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.015219,           0.0047465,                   0,             0.97868,             0.96878,             0.98537,             0.69794,            0.024397,           0.0034932,                   0,            0.001354,            0.001354,            0.001354
                 133,             0.01524,           0.0047567,                   0,             0.97868,             0.96881,             0.98487,             0.69763,            0.024413,           0.0034991,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.014992,           0.0047061,                   0,             0.97868,              0.9688,             0.98442,             0.69779,            0.024427,           0.0035048,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.014882,           0.0046411,                   0,             0.97951,             0.96904,             0.98521,             0.69724,            0.024447,           0.0035113,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.014797,           0.0046546,                   0,             0.97961,             0.96897,              0.9852,             0.69655,            0.024466,           0.0035178,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.014675,           0.0046491,                   0,              0.9795,             0.96904,             0.98519,             0.69673,            0.024487,           0.0035242,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.014537,           0.0046109,                   0,             0.97949,             0.96904,             0.98522,             0.69631,            0.024511,             0.00353,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.014484,            0.004571,                   0,              0.9795,             0.96904,              0.9852,             0.69608,            0.024529,            0.003536,                   0,            0.000892,            0.000892,            0.000892
                 140,             0.01439,           0.0045205,                   0,             0.97904,             0.96857,             0.98435,             0.69599,             0.02455,           0.0035433,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.014323,           0.0044979,                   0,             0.97913,             0.96833,             0.98435,             0.69554,            0.024569,           0.0035497,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.014115,           0.0045325,                   0,             0.98006,             0.96806,             0.98439,             0.69546,            0.024586,           0.0035565,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.014002,           0.0044369,                   0,             0.97885,             0.96811,             0.98443,             0.69492,            0.024607,           0.0035635,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.013849,           0.0044429,                   0,             0.98026,             0.96717,             0.98437,             0.69494,            0.024628,           0.0035718,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.013758,           0.0043871,                   0,             0.98013,             0.96717,             0.98438,             0.69456,            0.024649,           0.0035799,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.013665,           0.0044421,                   0,             0.97999,             0.96764,             0.98546,             0.69472,            0.024668,           0.0035883,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.013521,           0.0043446,                   0,             0.97976,             0.96764,             0.98548,             0.69452,            0.024692,           0.0035969,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.013422,           0.0044008,                   0,             0.97968,             0.96764,             0.98555,             0.69455,            0.024711,           0.0036052,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.013312,           0.0042808,                   0,              0.9796,             0.96764,              0.9855,             0.69429,            0.024733,           0.0036139,                   0,            0.000232,            0.000232,            0.000232
